epoch,total_reward,avg_reward_per_step,num_episodes,goal_reached,goal_reach_rate,total_cost,avg_cost,lambda,pi_loss,loss_v
1,-8604.398763046396,-2.100683291759374,205,0,0.0,0.0,0.0,0.0,-0.023620694875717163,672.44189453125
2,-7777.444961756667,-1.8987902738663738,214,0,0.0,0.0,0.0,0.0,-0.0165830310434103,511.979248046875
3,-8395.530729353946,-2.0496901194711783,197,0,0.0,0.0,0.0,0.0,-0.01403798721730709,681.3368530273438
4,-7644.511326551958,-1.866335773083974,204,0,0.0,0.0,0.0,0.0,-0.014926828444004059,540.7850952148438
5,-7440.917728531534,-1.816630304817269,202,0,0.0,0.0,0.0,0.0,-0.01712079532444477,536.693359375
6,-7036.1746739428745,-1.7178160825055846,199,0,0.0,0.0,0.0,0.0,-0.014710118062794209,490.0099792480469
7,-7385.0432017809535,-1.802989062934803,196,0,0.0,0.0,0.0,0.0,-0.014677966944873333,537.4788818359375
8,-6993.345617823566,-1.7073597699764564,188,0,0.0,0.0,0.0,0.0,-0.015461898408830166,502.4848937988281
9,-6310.770728126668,-1.5407155097965497,191,0,0.0,0.0,0.0,0.0,-0.015801679342985153,410.71600341796875
10,-6561.165515085311,-1.6018470495813748,189,0,0.0,0.0,0.0,0.0,-0.015159671194851398,429.51287841796875
11,-6884.3361639573695,-1.6807461337786547,180,0,0.0,0.0,0.0,0.0,-0.017108846455812454,503.8306884765625
12,-6735.346194509896,-1.6443716295190176,173,0,0.0,0.0,0.0,0.0,-0.017437802627682686,466.00439453125
13,-6722.232792780692,-1.6411701154249736,171,0,0.0,0.0,0.0,0.0,-0.01766699180006981,498.0676574707031
14,-6939.2808589801025,-1.694160365961939,173,0,0.0,0.0,0.0,0.0,-0.015422221273183823,495.482177734375
15,-6388.029141253802,-1.5595774270639164,174,0,0.0,0.0,0.0,0.0,-0.019185351207852364,414.54010009765625
16,-6275.046703338804,-1.5319938240573252,175,0,0.0,0.0,0.0,0.0,-0.01527433842420578,383.9677429199219
17,-6932.039445118136,-1.692392442655795,179,0,0.0,0.0,0.0,0.0,-0.016194570809602737,436.40643310546875
18,-6652.031216724813,-1.6240310587707063,176,0,0.0,0.0,0.0,0.0,-0.01638898439705372,386.698486328125
19,-6447.329172859552,-1.5740549738426641,179,0,0.0,0.0,0.0,0.0,-0.017705535516142845,347.02020263671875
20,-6654.729663551908,-1.6246898592656025,186,0,0.0,0.0,0.0,0.0,-0.018529700115323067,357.8935546875
21,-6475.498211570295,-1.580932180559154,181,0,0.0,0.0,0.0,0.0,-0.016276758164167404,321.3000793457031
22,-6482.708727961407,-1.5826925605374529,177,0,0.0,0.0,0.0,0.0,-0.01794295199215412,331.64239501953125
23,-6541.21773965593,-1.596976987220686,187,0,0.0,0.0,0.0,0.0,-0.016436893492937088,319.79754638671875
24,-5958.136952257951,-1.4546232793598513,190,0,0.0,0.0,0.0,0.0,-0.01623270846903324,259.1441955566406
25,-6379.3329561319415,-1.5574543349931498,190,0,0.0,0.0,0.0,0.0,-0.0159271452575922,273.6474609375
26,-6053.621245472868,-1.4779348743830245,199,0,0.0,0.0,0.0,0.0,-0.01944747380912304,231.01760864257812
27,-6366.923425947396,-1.5544246645379385,200,0,0.0,0.0,0.0,0.0,-0.018022656440734863,262.38037109375
28,-6304.5488416249955,-1.5391964945373524,215,0,0.0,0.0,0.0,0.0,-0.018498171120882034,226.245361328125
29,-5929.593079311833,-1.4476545603788655,218,0,0.0,0.0,0.0,0.0,-0.018231764435768127,211.17794799804688
30,-6237.700436804274,-1.5228760832041686,237,0,0.0,0.0,0.0,0.0,-0.01744631491601467,227.9159698486328
31,-6442.914686874798,-1.5729772184752924,258,0,0.0,0.0,0.0,0.0,-0.018835391849279404,226.28140258789062
32,-5846.253742807814,-1.427308042677689,273,0,0.0,0.0,0.0,0.0,-0.01925637200474739,158.23934936523438
33,-5572.342899520842,-1.3604352782033307,289,0,0.0,0.0,0.0,0.0,-0.01987813413143158,118.11515045166016
34,-5597.231555127563,-1.3665116101385653,308,0,0.0,0.0,0.0,0.0,-0.018301071599125862,100.06273651123047
35,-5297.241361808526,-1.2932718168477846,342,0,0.0,0.0,0.0,0.0,-0.018331589177250862,56.790069580078125
36,-5159.79657678062,-1.259715961128081,352,0,0.0,0.0,0.0,0.0,-0.017914388328790665,54.911865234375
37,-5274.433849246472,-1.2877035764761895,360,0,0.0,0.0,0.0,0.0,-0.007136290892958641,32.64537811279297
38,-5187.243506833291,-1.2664168717854714,395,0,0.0,0.0,0.0,0.0,-0.017302613705396652,19.56429100036621
39,-5016.146551639323,-1.224645154208819,398,0,0.0,0.0,0.0,0.0,-0.017558636143803596,13.185372352600098
40,-4929.862639014974,-1.203579745853265,405,0,0.0,0.0,0.0,0.0,-0.016418956220149994,12.068855285644531
41,-4969.902622227558,-1.2133551323797749,406,0,0.0,0.0,0.0,0.0,-0.019429916515946388,12.167777061462402
42,-4824.094763231498,-1.177757510554565,402,0,0.0,0.0,0.0,0.0,-0.014718607999384403,10.60947322845459
43,-4697.683963680868,-1.1468954989455244,413,0,0.0,0.0,0.0,0.0,-0.016965923830866814,8.782322883605957
44,-4682.879238312856,-1.1432810640412245,408,0,0.0,0.0,0.0,0.0,-0.01791759394109249,8.565946578979492
45,-4681.999468138127,-1.1430662764009099,418,0,0.0,0.0,0.0,0.0,-0.014115731231868267,7.385083198547363
46,-4510.543782801003,-1.101206978222901,414,0,0.0,0.0,0.0,0.0,-0.0014858741778880358,7.047532081604004
47,-4425.121575488891,-1.0803519471408425,400,0,0.0,0.0,0.0,0.0,-0.014684258960187435,7.211543083190918
48,-4399.496892202763,-1.0740959209479402,398,0,0.0,0.0,0.0,0.0,-0.014150085859000683,8.431154251098633
49,-4368.7387753303365,-1.066586615070883,402,0,0.0,0.0,0.0,0.0,-0.017702456563711166,9.183503150939941
50,-4242.329520383535,-1.0357249805623865,397,0,0.0,0.0,0.0,0.0,0.000943710096180439,5.785804748535156
51,-3995.6316952398824,-0.9754960193456744,376,0,0.0,0.0,0.0,0.0,-0.017321433871984482,7.072003364562988
52,-3909.673408847359,-0.9545101095818748,373,0,0.0,0.0,0.0,0.0,-0.018682178109884262,5.724296569824219
53,-3782.95909706321,-0.9235739983064477,364,0,0.0,0.0,0.0,0.0,-0.01701710931956768,7.317007064819336
54,-3746.7950345224863,-0.9147448814752164,361,0,0.0,0.0,0.0,0.0,-0.017063884064555168,9.108720779418945
55,-3585.130783293295,-0.8752760701399646,356,0,0.0,0.0,0.0,0.0,-0.0036320951767265797,5.2349090576171875
56,-3631.0148867540247,-0.8864782438364318,340,0,0.0,0.0,0.0,0.0,-0.00826342310756445,15.708080291748047
57,-3504.680099151157,-0.8556347898318254,342,0,0.0,0.0,0.0,0.0,-0.01779831200838089,8.141071319580078
58,-3413.238932678224,-0.8333102862983945,332,0,0.0,0.0,0.0,0.0,-0.017482340335845947,20.471485137939453
59,-3444.723189097705,-0.8409968723383069,332,0,0.0,0.0,0.0,0.0,-0.019569629803299904,20.482982635498047
60,-3305.8144230380894,-0.8070835993745336,331,0,0.0,0.0,0.0,0.0,-0.01911799982190132,4.994274616241455
61,-3350.664052991967,-0.8180332160624919,325,0,0.0,0.0,0.0,0.0,-0.01852487400174141,17.164779663085938
62,-3098.662288306357,-0.7565093477310442,317,0,0.0,0.0,0.0,0.0,-0.016630014404654503,12.525026321411133
63,-3153.6838810266745,-0.769942353766278,318,0,0.0,0.0,0.0,0.0,-0.019253741949796677,6.16738224029541
64,-3283.9305448600217,-0.8017408556787162,305,0,0.0,0.0,0.0,0.0,-0.007139284163713455,40.992286682128906
65,-3059.00060909731,-0.746826320580398,318,0,0.0,0.0,0.0,0.0,-0.018517905846238136,6.068759441375732
66,-3021.6102231160426,-0.7376978083779401,310,0,0.0,0.0,0.0,0.0,-0.007366154342889786,7.36359167098999
67,-3083.325692438826,-0.7527650616305728,300,0,0.0,0.0,0.0,0.0,-0.005473882891237736,29.030759811401367
68,-3153.7621016808976,-0.7699614506056879,287,0,0.0,0.0,0.0,0.0,-0.016313586384058,28.008996963500977
69,-2968.5546298488275,-0.7247447826779364,292,0,0.0,0.0,0.0,0.0,-0.02216012217104435,19.06351661682129
70,-2930.8638402879924,-0.7155429297578106,295,0,0.0,0.0,0.0,0.0,-0.01777474209666252,16.036531448364258
71,-2847.855455858023,-0.6952772109028377,304,0,0.0,0.0,0.0,0.0,-0.019786853343248367,3.83453369140625
72,-2862.3231470709943,-0.6988093620778795,300,0,0.0,0.0,0.0,0.0,-0.02193150855600834,4.350783824920654
73,-2821.1034070043083,-0.6887459489756612,291,0,0.0,0.0,0.0,0.0,-0.019190464168787003,8.509140014648438
74,-3212.849101558393,-0.7843869876851546,282,0,0.0,0.0,0.0,0.0,-0.02272079885005951,67.82978057861328
75,-3095.083675601106,-0.7556356629885512,279,0,0.0,0.0,0.0,0.0,-0.020482100546360016,60.380271911621094
76,-2899.5636389868746,-0.7079012790495299,277,0,0.0,0.0,0.0,0.0,-0.021596334874629974,40.12835693359375
77,-2822.70951785667,-0.6891380658829761,274,0,0.0,0.0,0.0,0.0,-0.007555968128144741,38.64591598510742
78,-2612.3461637893474,-0.6377798251438836,291,0,0.0,0.0,0.0,0.0,-0.019366702064871788,4.4662041664123535
79,-2864.440806893126,-0.6993263688703921,287,0,0.0,0.0,0.0,0.0,-0.02121739089488983,31.288475036621094
80,-2789.353751168628,-0.6809945681564034,291,0,0.0,0.0,0.0,0.0,-0.02235689014196396,21.641250610351562
81,-2647.241043142978,-0.6462990827985786,287,0,0.0,0.0,0.0,0.0,-0.018379099667072296,8.321207046508789
82,-2732.8478761360093,-0.6671991885097679,292,0,0.0,0.0,0.0,0.0,-0.017549898475408554,11.711910247802734
83,-2588.6285801982503,-0.6319893994624635,290,0,0.0,0.0,0.0,0.0,-0.01885838992893696,7.167745590209961
84,-2593.5905814939833,-0.6332008255600545,297,0,0.0,0.0,0.0,0.0,-0.019111130386590958,2.691006898880005
85,-2642.96601195433,-0.6452553740122876,292,0,0.0,0.0,0.0,0.0,-0.020767655223608017,3.2189464569091797
86,-2663.8487399737483,-0.6503536962826534,279,0,0.0,0.0,0.0,0.0,-0.019785353913903236,16.91893768310547
87,-2472.063703744609,-0.6035311776720237,284,0,0.0,0.0,0.0,0.0,-0.017759673297405243,6.986730575561523
88,-2520.538086804991,-0.6153657438488748,273,0,0.0,0.0,0.0,0.0,-0.018899239599704742,15.28007698059082
89,-2595.8777812613826,-0.6337592239407672,269,0,0.0,0.0,0.0,0.0,-0.022864587604999542,34.0911750793457
90,-2459.299911064843,-0.6004150173498152,276,0,0.0,0.0,0.0,0.0,-0.01552955899387598,5.242341995239258
91,-2685.3816698238397,-0.6556107592343359,261,0,0.0,0.0,0.0,0.0,-0.008893085643649101,30.054975509643555
92,-2383.3644295333106,-0.5818760814290309,273,0,0.0,0.0,0.0,0.0,-0.0029680514708161354,11.204867362976074
93,-2429.417040668843,-0.5931193946945418,281,0,0.0,0.0,0.0,0.0,-0.017951050773262978,9.531826972961426
94,-2479.3956611522544,-0.6053212063359996,280,0,0.0,0.0,0.0,0.0,-0.01651128940284252,13.713028907775879
95,-2409.659496680111,-0.5882957755566677,277,0,0.0,0.0,0.0,0.0,-0.008664528839290142,14.370905876159668
96,-2301.1849084680885,-0.5618127217939669,282,0,0.0,0.0,0.0,0.0,-0.019052501767873764,3.365306854248047
97,-2319.038478705589,-0.5661715035902317,283,0,0.0,0.0,0.0,0.0,-0.004836269188672304,4.078446388244629
98,-2223.259999980616,-0.5427880859327676,273,0,0.0,0.0,0.0,0.0,-0.007287358399480581,3.430985689163208
99,-2193.595603906024,-0.5355458017348691,270,0,0.0,0.0,0.0,0.0,-0.019694916903972626,2.4784040451049805
100,-2188.497829058492,-0.5343012277974833,263,0,0.0,0.0,0.0,0.0,-0.01821582019329071,12.170355796813965
101,-2151.7521951399194,-0.5253301257665819,256,0,0.0,0.0,0.0,0.0,-0.012458991259336472,12.96031379699707
102,-2213.421307661823,-0.5403860614408748,254,0,0.0,0.0,0.0,0.0,-0.00795658864080906,20.81682014465332
103,-2120.2125931750015,-0.5176300276306156,258,0,0.0,0.0,0.0,0.0,-0.007978936657309532,20.971481323242188
104,-2119.4458706772916,-0.5174428395208232,259,0,0.0,0.0,0.0,0.0,-0.020091086626052856,8.338348388671875
105,-2014.342497959592,-0.491782836415916,254,0,0.0,0.0,0.0,0.0,-0.017583761364221573,9.589998245239258
106,-1942.2431712731416,-0.47418046173660683,251,0,0.0,0.0,0.0,0.0,-0.02011142671108246,4.206200122833252
107,-1986.8680283835063,-0.48507520224206696,247,0,0.0,0.0,0.0,0.0,-0.017058230936527252,7.189546585083008
108,-2153.7760591407246,-0.5258242331886535,248,0,0.0,0.0,0.0,0.0,-0.01940254308283329,29.220035552978516
109,-1970.6542016068595,-0.4811167484391747,254,0,0.0,0.0,0.0,0.0,-0.007220238447189331,3.197985887527466
110,-1884.4838881114651,-0.46007907424596317,247,0,0.0,0.0,0.0,0.0,-0.002285478636622429,2.709758996963501
111,-2013.026336080803,-0.4914615078322273,234,0,0.0,0.0,0.0,0.0,-0.022729113698005676,27.525436401367188
112,-1984.0096465392467,-0.48437735511212077,239,0,0.0,0.0,0.0,0.0,-0.019141878932714462,13.52157211303711
113,-1839.3328759064157,-0.44905587790683976,228,0,0.0,0.0,0.0,0.0,-0.005346155259758234,12.359184265136719
114,-1924.737019644349,-0.46990649893660863,238,0,0.0,0.0,0.0,0.0,-0.016586553305387497,17.886098861694336
115,-1868.0584104990942,-0.4560689478757554,241,0,0.0,0.0,0.0,0.0,-0.015055070631206036,11.372045516967773
116,-1832.5661174581926,-0.44740383727006655,247,0,0.0,0.0,0.0,0.0,-0.01973157376050949,6.933019638061523
117,-1867.31364300247,-0.4558871198736499,246,0,0.0,0.0,0.0,0.0,-0.01936236023902893,7.818674087524414
118,-1903.0164068425727,-0.46460361495179997,247,0,0.0,0.0,0.0,0.0,-0.018253041431307793,5.0020928382873535
119,-1744.0882277679839,-0.42580278998241794,239,0,0.0,0.0,0.0,0.0,-0.014976803213357925,9.654029846191406
120,-1778.606879319847,-0.434230195146447,243,0,0.0,0.0,0.0,0.0,-0.002611042931675911,5.726446628570557
121,-1922.06501374267,-0.46925415374576906,232,0,0.0,0.0,0.0,0.0,-0.019866950809955597,22.104467391967773
122,-1837.4434098882484,-0.44859458249224815,236,0,0.0,0.0,0.0,0.0,-0.0184008926153183,11.675247192382812
123,-1748.5335462674152,-0.42688807281919317,234,0,0.0,0.0,0.0,0.0,-0.02221667766571045,4.876774787902832
124,-1877.1858226297907,-0.45829731997797624,231,0,0.0,0.0,0.0,0.0,-0.019841104745864868,22.27839469909668
125,-1795.375787092209,-0.43832416677055885,229,0,0.0,0.0,0.0,0.0,-0.005957126617431641,14.793299674987793
126,-1674.199228498757,-0.40874004602020436,236,0,0.0,0.0,0.0,0.0,-0.021997857838869095,3.3292088508605957
127,-1699.1263675098774,-0.41482577331784115,236,0,0.0,0.0,0.0,0.0,-0.021595023572444916,5.5809478759765625
128,-1623.9783793833947,-0.3964790965291491,226,0,0.0,0.0,0.0,0.0,-0.020628798753023148,4.0861735343933105
129,-1579.8692779722883,-0.3857102729424532,219,0,0.0,0.0,0.0,0.0,-0.006788555532693863,10.786449432373047
130,-1667.3959802057825,-0.40707909672992737,220,0,0.0,0.0,0.0,0.0,-0.018599586561322212,17.60039520263672
131,-1594.2162417549275,-0.3892129496471991,222,0,0.0,0.0,0.0,0.0,-0.019126854836940765,10.162028312683105
132,-1715.4482689300492,-0.4188106125317503,217,0,0.0,0.0,0.0,0.0,-0.01286700926721096,16.066539764404297
133,-1487.528423294565,-0.3631661189683997,208,0,0.0,0.0,0.0,0.0,-0.009997058659791946,15.254857063293457
134,-1499.8240575055004,-0.3661679827894288,215,0,0.0,0.0,0.0,0.0,-0.0019748990889638662,4.230334281921387
135,-1700.8049756022972,-0.4152355897466546,203,0,0.0,0.0,0.0,0.0,-0.02178412862122059,32.90418243408203
136,-1701.9105873644583,-0.41550551449327594,206,0,0.0,0.0,0.0,0.0,-0.018873628228902817,28.440343856811523
137,-1522.0647107656034,-0.37159782977675865,211,0,0.0,0.0,0.0,0.0,-0.018157485872507095,9.150386810302734
138,-1482.3869404360055,-0.36191087412988415,213,0,0.0,0.0,0.0,0.0,-0.0034209664445370436,4.1727495193481445
139,-1280.2621090175674,-0.31256399145936703,187,0,0.0,0.0,0.0,0.0,-0.005140015855431557,13.662955284118652
140,-1520.3106783889757,-0.3711695992160585,173,0,0.0,3.0,0.000732421875,0.0,-0.023017946630716324,58.35184860229492
141,-1249.4926974819105,-0.30505192809616954,172,0,0.0,0.0,0.0,0.0,-0.02167395129799843,28.781139373779297
142,-1601.4918388624367,-0.3909892184722746,180,0,0.0,0.0,0.0,0.0,-0.020238997414708138,52.404014587402344
143,-1353.770553912982,-0.3305103891389116,182,0,0.0,0.0,0.0,0.0,-0.020474830642342567,29.591711044311523
144,-1454.7927645673906,-0.3551740147869606,190,0,0.0,0.0,0.0,0.0,-0.019309476017951965,26.773618698120117
145,-1366.4201687154764,-0.33359867400280185,188,0,0.0,0.0,0.0,0.0,-0.02053007483482361,22.118961334228516
146,-1355.3178065535221,-0.330888136365606,193,0,0.0,0.0,0.0,0.0,-0.0179530568420887,15.309715270996094
147,-1363.6349652741383,-0.3329186926938814,190,0,0.0,6.0,0.00146484375,0.0,-0.018860168755054474,17.361452102661133
148,-1537.747621048908,-0.37542666529514357,186,0,0.0,2.0,0.00048828125,0.0,-0.024923840537667274,44.50141143798828
149,-1237.0902056638283,-0.3020239759921456,179,0,0.0,7.0,0.001708984375,0.0,-0.022481132298707962,28.933250427246094
150,-1161.109934655785,-0.28347410514057253,171,0,0.0,7.0,0.001708984375,0.0,-0.020859938114881516,24.97574806213379
151,-1118.0861570820475,-0.27297025319385926,173,0,0.0,0.0,0.0,0.0,-0.020995955914258957,26.607315063476562
152,-1522.8470410235332,-0.371788828374886,174,0,0.0,3.0,0.000732421875,0.0,-0.020100321620702744,65.856689453125
153,-1042.5907070813387,-0.25453874684602995,181,0,0.0,0.0,0.0,0.0,-0.0032875454053282738,5.725621223449707
154,-1186.1510552970135,-0.28958765998462244,168,0,0.0,2.0,0.00048828125,0.0,-0.02022882178425789,44.485321044921875
155,-1035.9663140441642,-0.2529214633896885,164,1,0.006097560975609756,5.0,0.001220703125,0.0,-0.018522959202528,34.31583786010742
156,-997.5760758674057,-0.24354884664731585,163,0,0.0,13.0,0.003173828125,0.0,-0.022753413766622543,32.0620231628418
157,-893.3493435932901,-0.2181028670882056,163,0,0.0,3.0,0.000732421875,0.0,-0.02063780277967453,22.269453048706055
158,-1094.182238971553,-0.2671343356864143,163,0,0.0,4.0,0.0009765625,0.0,-0.024064311757683754,38.96880340576172
159,-903.3519694136094,-0.22054491440761947,167,0,0.0,5.0,0.001220703125,0.0,-0.017757385969161987,21.540918350219727
160,-1005.7203665795397,-0.24553719887195793,163,0,0.0,1.0,0.000244140625,0.0,-0.02108898013830185,29.034259796142578
161,-772.2974721502218,-0.18854918753667524,159,0,0.0,22.0,0.00537109375,0.0,-0.02196819707751274,26.56825828552246
162,-1136.795215447186,-0.2775378943962856,157,0,0.0,18.0,0.00439453125,0.0,-0.021090170368552208,52.26385498046875
163,-858.1338087516083,-0.20950532440224812,156,0,0.0,28.0,0.0068359375,0.0,-0.019905032590031624,41.949134826660156
164,-444.81481429460985,-0.10859736677114498,150,0,0.0,25.0,0.006103515625,0.0,-0.0060730730183422565,8.085616111755371
165,-671.9642501181271,-0.16405377200149587,150,2,0.013333333333333334,20.0,0.0048828125,0.0,-0.001012901309877634,36.450111389160156
166,-666.7491293380482,-0.16278054915479692,143,0,0.0,64.0,0.015625,0.0,-0.022016217932105064,53.9195442199707
167,-343.49072957406406,-0.08386004139991798,140,0,0.0,73.0,0.017822265625,0.0,-0.018669921904802322,32.30848693847656
168,-884.2609787963164,-0.21588402802644444,147,0,0.0,94.0,0.02294921875,0.0,-0.00355376023799181,54.481754302978516
169,-620.3095217978483,-0.15144275434517782,145,1,0.006896551724137931,65.0,0.015869140625,0.0,-0.020428676158189774,46.818809509277344
170,-774.0521300741543,-0.18897757081888533,145,2,0.013793103448275862,28.0,0.0068359375,0.0,-0.004868962801992893,51.94356155395508
171,-623.0581455861447,-0.15211380507474237,143,0,0.0,62.0,0.01513671875,0.0,-0.019695207476615906,58.56224060058594
172,-944.1409981547486,-0.23050317337762416,143,0,0.0,51.0,0.012451171875,0.0,-0.019048983231186867,62.41299819946289
173,-392.4598298249456,-0.09581538814085586,143,0,0.0,73.0,0.017822265625,0.0,-0.01686796359717846,23.720216751098633
174,-510.38951300902846,-0.12460681469946984,144,2,0.013888888888888888,80.0,0.01953125,0.0,-0.0027712867595255375,32.71803665161133
175,-524.2225488036144,-0.1279840207040074,145,1,0.006896551724137931,69.0,0.016845703125,0.0,-0.003095040563493967,46.816322326660156
176,-416.0795207307093,-0.10158191424089583,145,0,0.0,68.0,0.0166015625,0.0,-0.020244618877768517,33.919097900390625
177,-632.831186443248,-0.1544998013777461,142,0,0.0,76.0,0.0185546875,0.0,-0.0035727242939174175,45.478309631347656
178,-399.2575472713182,-0.09747498712678666,144,0,0.0,60.0,0.0146484375,0.0,-0.0022056603338569403,28.480491638183594
179,-1142.4737655531173,-0.27892425916824154,143,1,0.006993006993006993,87.0,0.021240234375,0.0,-0.003083081915974617,94.90567779541016
180,-622.544492905644,-0.151988401588292,142,0,0.0,70.0,0.01708984375,0.0,-0.01762027107179165,52.91630554199219
181,-805.0179796575705,-0.19653759268983656,143,0,0.0,83.0,0.020263671875,0.0,-0.004101221449673176,56.207828521728516
182,-631.645882548072,-0.1542104205439629,140,0,0.0,65.0,0.015869140625,0.0,-0.019139591604471207,57.4560661315918
183,-847.7532326678405,-0.206971004069297,141,1,0.0070921985815602835,40.0,0.009765625,0.0,-0.0036442431155592203,73.67015838623047
184,-715.8409440405252,-0.17476585547864384,144,0,0.0,88.0,0.021484375,0.0,-0.021258868277072906,45.674808502197266
185,-207.52510644558453,-0.050665309190816535,142,1,0.007042253521126761,109.0,0.026611328125,0.0,-0.022390121594071388,25.854469299316406
186,-452.7634840987191,-0.11053795998503885,141,2,0.014184397163120567,61.0,0.014892578125,0.0,-0.019708797335624695,41.614627838134766
187,-337.49894967557105,-0.08239720451063746,140,0,0.0,75.0,0.018310546875,0.0,-0.01984718069434166,33.84202575683594
188,-459.61204880886424,-0.11220997285372662,139,0,0.0,130.0,0.03173828125,0.0,-0.02224043942987919,35.72421646118164
189,-207.11073562817472,-0.050564144440472344,137,0,0.0,98.0,0.02392578125,0.0,-0.006068048067390919,40.15416717529297
190,-352.2222532148813,-0.08599176103878937,137,2,0.014598540145985401,112.0,0.02734375,0.0,-0.0037883277982473373,45.975486755371094
191,-308.8552352544162,-0.0754041101695352,137,0,0.0,93.0,0.022705078125,0.0,-0.016837548464536667,31.142045974731445
192,-802.4132549227124,-0.19590167356511534,138,1,0.007246376811594203,94.0,0.02294921875,0.0,-0.00058172014541924,73.27781677246094
193,-253.05485955869906,-0.061780971571948014,136,2,0.014705882352941176,95.0,0.023193359375,0.0,-0.003903161734342575,34.48001480102539
194,-595.990025491833,-0.14550537731734203,137,0,0.0,87.0,0.021240234375,0.0,-0.02013140544295311,52.85010528564453
195,-13.079756849963557,-0.003193300012198134,133,0,0.0,186.0,0.04541015625,0.0,-0.021961504593491554,21.980863571166992
196,125.2496695751037,0.0305785326111093,135,0,0.0,117.0,0.028564453125,0.0,-0.0028841421008110046,15.65355110168457
197,-257.9825111913377,-0.06298401152132269,135,0,0.0,164.0,0.0400390625,0.0,-0.0020361500792205334,42.324058532714844
198,-454.2082350228804,-0.11089068237863291,136,1,0.007352941176470588,51.0,0.012451171875,0.0,-0.003306671278551221,47.47990798950195
199,-11.552539724876103,-0.00282044426876858,132,2,0.015151515151515152,135.0,0.032958984375,0.0,-0.01600087620317936,30.227371215820312
200,-398.6625155456432,-0.09732971570938555,135,1,0.007407407407407408,62.0,0.01513671875,0.0,0.0009141326881945133,58.047142028808594
